,index,message,label
1769,1774,know technology critical enron drives success continue future technology helped enron create new businesses like enron broadband services enron net works responsible applications enrononline enroncredit com seen technology work want family realize benefits home mind excited let know introducing clickathome program give employee computer use home technology permits also subsidize internet connection click mouse home computer plus internet access put world internet knowledge family fingertips signed agreement dell computer corporation provide computer hardware wanted let know program case family considering purchase upgrade home computer internet connection next months scope clickathome includes following basic package dell desktop computer high speed processor floppy disk drive mouse speakers monitor modem cd rom drive windows software employees option receive subsidized internet connection including broadband commercially available participation program available active regular full time regular part time employees enron wholly owned subsidiaries however employees enron companies portland general electric eott enron facility services may able participate due legal accounting tax labor business reasons eligibility includes employed time implementation timing u employee sign begin early delivery equipment internet connection follow shortly thereafter delivery equipment participating non u employees targeted late details program still finalized address initial questions posted question answer document http clickathome enron com schedule espeak session near future opportunity ask questions submit questions comments clickathome enron com excited extend investment technology family believe program takes communication enron new level creating endless possibilities experience participate broadband internet revolution another reason believe enron great place work,1
1770,1775,reminder today deadline completion opm survey including body email sent monday regards includes reference document link survey thanks help hard work matter opm survey email sent earlier communicated email dated september developed easier efficient method handling operations pricing model hours survey using microsoft access new improved survey ready input month september attached reference document lets know purpose opm hours survey prerequisites using tool helpful hints contact information please open read click attached link access opm survey please select ok warning message appears continue database questions comments please contact suzanne nicholie ext opm team available support using new tool next couple days one opm team members contacting see need help questions asking quick turn around completion survey although month end quarter end planning process near completion please complete opm survey using database end day friday october thanks james scribner,1
1771,1776,take account price adjustments made actual purchase cashout pricing took care cashout still balance delivery pricing per mmbtu contract difference hsc spot hsc index gd quite cover entire cashout attached calc sheet case need megan,1
1772,1777,material coming wednesday night next week starting new series discussions based concepts discussed book roaring lambs bob briner might want pick read interested bobby neon measuring success doc,1
1773,1778,teco tap enron hpl iferc ls hpl lsk ic hpl iferc,1
1774,1779,see attached file hpll xls hpll xls,1
1775,1780,forwarded ami chokshi corp enron pm troy benoit reliantenergy com pm ami chokshi cc subject revised see attached file hpl oct xls hpl oct xls,1
1776,1781,forwarded ami chokshi corp enron troy benoit reliantenergy com ami chokshi cc subject copano changes see attached file hpl oct xls hpl oct xls,1
1777,1782,enron hpl actuals friday oct teco tap enron hpl iferc hpl ls katy c hpl iferc saturday oct teco tap enron hpl iferc hpl ls katy c hpl iferc sunday oct teco tap enron hpl iferc hpl ls katy c,1
1778,1783,attached txu fuel nominations tuesday october see attached file hpll xls hpll xls,1
1779,1784,forwarded ami chokshi corp enron royal b edmondson reliantenergy com ami chokshi enron com cc subject intra day nom forward notice see attached file hpl oct xls hpl oct xls,1
1780,1785,billing koch midstream services co ena meters comitas sitara volpe sitara former accounting contact koch michael thomas said koch sold south texas assets duke energy field services back michael faxed contract forwarded cindy balfour flannigan contract area cindy said tie deals contract system recognize assignment cindy left messages koch able resolve issue koch refusing pay gas currently million dollars outstanding relating deals need find whether koch duke responsible paying gas information regarding issue thanks tina valadez forwarded tina valadez hou ect ami chokshi enron pm tina valadez hou ect ect cc subject tina regards ti koch midstream could talk daren farmer also carlos rodriguez could help ami,1
